year,period_end,region_code,org_code,org_name,available_total,available_general_and_acute,available_learning_disabilities,available_maternity,available_mental_illness,occupied_total,occupied_general_and_acute,occupied_learning_disabilities,occupied_maternity,occupied_mental_illness,%_occupied_total,%_occupied_general_and_acute,%_occupied_learning_disabilities,%_occupied_maternity,%_occupied_mental_illness,source_file,quarter,period,occupancy_rate
2020,June,Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,855.6373626,761.6373626,-,94,-,640.3956044,578.010989,-,62.38461538,-,0.748442778,0.75890577,-,0.663666121,-,2020-Q1.csv,Q1,2020_Q1,0.7484427777371114
2020,June,Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,448.5054945,387.5054945,-,61,-,347.989011,309.3296703,-,38.65934066,-,0.775885725,0.798258798,-,0.633759683,-,2020-Q1.csv,Q1,2020_Q1,0.7758857255203593
2020,June,Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,890.1538462,822.8021978,-,67.35164835,-,526.8351648,496.7582418,-,30.07692308,-,0.591847316,0.603739566,-,0.446565508,-,2020-Q1.csv,Q1,2020_Q1,0.5918473161117259
2020,June,Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1232.659341,1114.89011,-,117.7692308,-,988.0769231,915.5164835,-,72.56043956,-,0.8015815,0.821171948,-,0.616123915,-,2020-Q1.csv,Q1,2020_Q1,0.8015814996367273
2020,June,Y56,RKE,WHITTINGTON HEALTH NHS TRUST,250.4615385,184.7912088,-,54,11.67032967,165.8681319,135.8021978,-,18.9010989,11.16483516,0.662249912,0.734895338,-,0.35002035,0.956685499,2020-Q1.csv,Q1,2020_Q1,0.662249912275453
2020,June,Y56,RKL,WEST LONDON NHS TRUST,741.7802198,70,-,-,671.7802198,607.3846154,53.57142857,-,-,553.8131868,0.818820183,0.765306122,-,-,0.824396388,2020-Q1.csv,Q1,2020_Q1,0.8188201831045913
2020,June,Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,342.7802198,334.6923077,-,-,8.087912088,246.0,237.9120879,-,-,8.087912088,0.717661014,0.710838231,-,-,1,2020-Q1.csv,Q1,2020_Q1,0.7176610136475559
2020,June,Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,6.703296703,6.703296703,-,-,-,1.32967033,1.32967033,-,-,-,0.198360656,0.198360656,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.19836065579566511
2020,June,Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,187.6923077,187.6923077,-,-,-,140.1758242,140.1758242,-,-,-,0.746838407,0.746838407,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.7468384075923427
2020,June,Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,881.8021978,749.3626374,-,132.4395604,-,451.3296703,409.8461538,-,41.48351648,-,0.511826429,0.546926326,-,0.313226021,-,2020-Q1.csv,Q1,2020_Q1,0.5118264293579876
2020,June,Y56,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,300.0549451,259.0549451,-,41,-,158.0769231,133.6483516,-,24.42857143,-,0.526826589,0.515907356,-,0.595818815,-,2020-Q1.csv,Q1,2020_Q1,0.526826588534701
2020,June,Y56,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,345.7142857,-,-,-,345.7142857,288.032967,-,-,-,288.032967,0.83315321,-,-,-,0.83315321,2020-Q1.csv,Q1,2020_Q1,0.8331532103650062
2020,June,Y56,RRP,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",518.989011,-,-,-,518.989011,472.3626374,-,-,-,472.3626374,0.910159228,-,-,-,0.910159228,2020-Q1.csv,Q1,2020_Q1,0.9101592276295807
2020,June,Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,595.3736264,502.6703297,-,83.23076923,9.472527473,349.6043956,300,-,45.78021978,3.824175824,0.587201683,0.596812627,-,0.550039609,0.403712297,2020-Q1.csv,Q1,2020_Q1,0.5872016832756365
2020,June,Y56,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,213.6263736,213.6263736,-,-,-,98.89010989,98.89010989,-,-,-,0.462911523,0.462911523,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.46291152269038005
2020,June,Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,753.021978,84.37362637,21,-,647.6483516,595.2747253,63.79120879,12.42857143,-,519.0549451,0.790514411,0.756056265,0.591836735,-,0.801445636,2020-Q1.csv,Q1,2020_Q1,0.7905144108556151
2020,June,Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,652.2527473,557.2527473,-,95,-,418.8131868,389.021978,-,29.79120879,-,0.642102603,0.698106882,-,0.313591671,-,2020-Q1.csv,Q1,2020_Q1,0.6421026029153223
2020,June,Y56,RWK,EAST LONDON NHS FOUNDATION TRUST,895.4065934,51,7,-,837.4065934,699.6703297,19.84615385,-,-,679.8241758,0.781399573,0.389140271,-,-,0.811820902,2020-Q1.csv,Q1,2020_Q1,0.7813995729506988
2020,June,Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1162.395604,1017.747253,-,144.6483516,-,609.2527473,540.1208791,-,69.13186813,-,0.524135453,0.53070237,-,0.477930563,-,2020-Q1.csv,Q1,2020_Q1,0.5241354537159795
2020,June,Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,,-,-,-,-,,-,-,-,-,-,-,-,-,-,2020-Q1.csv,Q1,2020_Q1,
2020,June,Y56,TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,181.8241758,-,-,-,181.8241758,156.5604396,-,-,-,156.5604396,0.861054031,-,-,-,0.861054031,2020-Q1.csv,Q1,2020_Q1,0.8610540315178483
2020,June,Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,333.6373626,309.6373626,-,24,-,193.7032967,184.4395604,-,9.263736264,-,0.58058035,0.59566313,-,0.385989011,-,2020-Q1.csv,Q1,2020_Q1,0.5805803498459857
2020,June,Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,1021.527473,949.5274725,-,72,-,664.1868132,626.2307692,-,37.95604396,-,0.650189869,0.659518326,-,0.527167277,-,2020-Q1.csv,Q1,2020_Q1,0.6501898683639221
2020,June,Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,376.3296703,356.3296703,-,20,-,205.5934066,198.3956044,-,7.197802198,-,0.546311978,0.556775427,-,0.35989011,-,2020-Q1.csv,Q1,2020_Q1,0.5463119781018234
2020,June,Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,289.1868132,257.4725275,-,31.71428571,-,164.7252747,156.1318681,-,8.593406593,-,0.569615443,0.606402049,-,0.270963271,-,2020-Q1.csv,Q1,2020_Q1,0.5696154429630818
2020,June,Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,278.7362637,266.8681319,-,11.86813187,-,156.8571429,151.0989011,-,5.758241758,-,0.562743938,0.566193123,-,0.485185185,-,2020-Q1.csv,Q1,2020_Q1,0.5627439387248987
2020,June,Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,540.1868132,517.9010989,-,22.28571429,-,360.4505495,338.1648352,-,22.28571429,-,0.667270175,0.652952535,-,1,-,2020-Q1.csv,Q1,2020_Q1,0.6672701752283353
2020,June,Y58,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,550.967033,491.6263736,-,59.34065934,-,308.956044,281.2527473,-,27.7032967,-,0.560752324,0.57208637,-,0.466851852,-,2020-Q1.csv,Q1,2020_Q1,0.5607523236331274
2020,June,Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,234.8241758,-,-,-,234.8241758,164.8791209,-,-,-,164.8791209,0.702138612,-,-,-,0.702138612,2020-Q1.csv,Q1,2020_Q1,0.7021386121692501
2020,June,Y58,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,519.9120879,519.9120879,-,-,-,295.6153846,295.6153846,-,-,-,0.568587251,0.568587251,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.5685872505754449
2020,June,Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,748.0,706.4945055,-,41.50549451,-,408.6483516,385.0879121,-,23.56043956,-,0.546321326,0.545068517,-,0.56764628,-,2020-Q1.csv,Q1,2020_Q1,0.5463213256684493
2020,June,Y58,RH5,SOMERSET NHS FOUNDATION TRUST,926.6703297,755.021978,-,38,133.6483516,580.8681319,465.0769231,-,18.18681319,97.6043956,0.626833636,0.615977994,-,0.478600347,0.730307515,2020-Q1.csv,Q1,2020_Q1,0.6268336357419041
2020,June,Y58,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,834.1208791,786.1208791,-,48,-,449.2197802,432.3846154,-,16.83516484,-,0.538554772,0.550023065,-,0.350732601,-,2020-Q1.csv,Q1,2020_Q1,0.5385547724026514
2020,June,Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,186.5274725,86.1978022,-,-,100.3296703,147.4285714,63.75824176,-,-,83.67032967,0.790385295,0.739673636,-,-,0.833953998,2020-Q1.csv,Q1,2020_Q1,0.7903852951205352
2020,June,Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,903.4945055,842.4945055,-,61,-,599.8021978,567.8461538,-,31.95604396,-,0.663869226,0.674005765,-,0.523869573,-,2020-Q1.csv,Q1,2020_Q1,0.6638692257105265
2020,June,Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,525.0,495,-,30,-,329.6923077,314.2307692,-,15.46153846,-,0.627985348,0.634809635,-,0.515384615,-,2020-Q1.csv,Q1,2020_Q1,0.627985348
2020,June,Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,447.4395604,423.4395604,-,24,-,274.4065934,261.7802198,-,12.62637363,-,0.613281922,0.618223341,-,0.526098901,-,2020-Q1.csv,Q1,2020_Q1,0.6132819215955944
2020,June,Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,826.4945055,780.4945055,-,46,-,510.2197802,487.5604396,-,22.65934066,-,0.617329912,0.62468145,-,0.492594362,-,2020-Q1.csv,Q1,2020_Q1,0.6173299118199643
2020,June,Y58,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,160.3846154,-,7,-,153.3846154,131.6043956,-,7,-,124.6043956,0.820554985,-,1,-,0.812365668,2020-Q1.csv,Q1,2020_Q1,0.8205549844776446
2020,June,Y58,RVJ,NORTH BRISTOL NHS TRUST,933.0,866,-,55,12,542.3736264,509.3186813,-,30.59340659,2.461538462,0.581322215,0.588127808,-,0.556243756,0.205128205,2020-Q1.csv,Q1,2020_Q1,0.5813222147909968
2020,June,Y58,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,511.1978022,-,5,-,506.1978022,351.3406593,-,4,-,347.3406593,0.687289065,-,0.8,-,0.686175755,2020-Q1.csv,Q1,2020_Q1,0.6872890646007555
2020,June,Y58,RWV,DEVON PARTNERSHIP NHS TRUST,277.1318681,-,5,-,272.1318681,232.8901099,-,4.450549451,-,228.4395604,0.84035846,-,0.89010989,-,0.839444355,2020-Q1.csv,Q1,2020_Q1,0.8403584600236741
2020,June,Y59,R1C,SOLENT NHS TRUST,134.1648352,68.49450549,10,-,55.67032967,77.04395604,39.0989011,5.285714286,-,32.65934066,0.574248505,0.570832665,0.528571429,-,0.586656139,2020-Q1.csv,Q1,2020_Q1,0.5742485050210832
2020,June,Y59,R1F,ISLE OF WIGHT NHS TRUST,307.4945055,251.9120879,-,16,39.58241758,172.7802198,135.8571429,-,4.934065934,31.98901099,0.561896934,0.539303786,-,0.308379121,0.808162132,2020-Q1.csv,Q1,2020_Q1,0.5618969337974073
2020,June,Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,413.3076923,353.2857143,-,60.02197802,-,229.2857143,213.9340659,-,15.35164835,-,0.554757917,0.605555383,-,0.255767118,-,2020-Q1.csv,Q1,2020_Q1,0.554757916611851
2020,June,Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1040.956044,966.7802198,-,74.17582418,-,760.6263736,708.5054945,-,52.12087912,-,0.7306998,0.732850631,-,0.702666667,-,2020-Q1.csv,Q1,2020_Q1,0.730699800423081
2020,June,Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1127.153846,1065.769231,-,61.38461538,-,628.7582418,584.6703297,-,44.08791209,-,0.557828236,0.548589988,-,0.718224132,-,2020-Q1.csv,Q1,2020_Q1,0.5578282361643115
2020,June,Y59,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1044.395604,997.9120879,-,46.48351648,-,659.010989,635.6043956,-,23.40659341,-,0.630997475,0.636934258,-,0.503546099,-,2020-Q1.csv,Q1,2020_Q1,0.630997474975967
2020,June,Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,489.043956,444.2087912,-,44.83516484,-,374.6373626,342.4505495,-,32.18681319,-,0.766060715,0.770922495,-,0.717892157,-,2020-Q1.csv,Q1,2020_Q1,0.7660607150004325
2020,June,Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,856.5274725,772.6703297,3.956043956,79.9010989,-,431.4835165,401.3186813,0.252747253,29.91208791,-,0.503759109,0.519391862,0.063888889,0.374363911,-,2020-Q1.csv,Q1,2020_Q1,0.5037591091393744
2020,June,Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,499.2967033,463.2967033,-,36,-,358.9010989,331.7472527,-,27.15384615,-,0.718813276,0.716057875,-,0.754273504,-,2020-Q1.csv,Q1,2020_Q1,0.7188132758095862
2020,June,Y59,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,542.6153846,143.6153846,9,-,390,424.021978,111.3626374,8,-,304.6593407,0.781441128,0.775422756,0.888888889,-,0.781177797,2020-Q1.csv,Q1,2020_Q1,0.7814411276093406
2020,June,Y59,RPA,MEDWAY NHS FOUNDATION TRUST,497.0,451,-,46,-,144.7912088,130.3956044,-,14.3956044,-,0.2913304,0.289125509,-,0.312947922,-,2020-Q1.csv,Q1,2020_Q1,0.2913304
2020,June,Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,40.6043956,40.6043956,-,-,-,13.46153846,13.46153846,-,-,-,0.331529093,0.331529093,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.3315290933674186
2020,June,Y59,RPG,OXLEAS NHS FOUNDATION TRUST,361.032967,-,12,-,349.032967,296.989011,-,5.461538462,-,291.5274725,0.822609119,-,0.455128205,-,0.835243373,2020-Q1.csv,Q1,2020_Q1,0.8226091192386872
2020,June,Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1031.384615,945.3846154,-,86,-,641.3626374,576.2857143,-,65.07692308,-,0.621846233,0.609578054,-,0.756708408,-,2020-Q1.csv,Q1,2020_Q1,0.621846232794543
2020,June,Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,529.7362637,476.7362637,-,53,-,314.0989011,290.9120879,-,23.18681319,-,0.592934489,0.610215983,-,0.437487041,-,2020-Q1.csv,Q1,2020_Q1,0.5929344895253015
2020,June,Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,586.6153846,545.2197802,-,41.36263736,0.032967033,417.3406593,396.7692308,-,20.53846154,0.032967033,0.711438313,0.727723471,-,0.496546227,1,2020-Q1.csv,Q1,2020_Q1,0.711438312489154
2020,June,Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1031.0,981,-,50,-,609.032967,574.8901099,-,34.14285714,-,0.590720628,0.586024577,-,0.682857143,-,2020-Q1.csv,Q1,2020_Q1,0.5907206275460718
2020,June,Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,598.0,98,6,-,494,373.2307692,50.7032967,3,-,319.5274725,0.624131721,0.517380579,0.5,-,0.646816746,2020-Q1.csv,Q1,2020_Q1,0.6241317210702341
2020,June,Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,719.1318681,676.1318681,-,43,-,387.0989011,360.4175824,-,26.68131868,-,0.538286395,0.53305812,-,0.620495783,-,2020-Q1.csv,Q1,2020_Q1,0.5382863954044258
2020,June,Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,203.0,46,9,-,148,129.5494505,15.32967033,6.527472527,-,107.6923077,0.638174633,0.333253703,0.725274725,-,0.727650728,2020-Q1.csv,Q1,2020_Q1,0.6381746330049262
2020,June,Y59,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,578.0,-,10,-,568,511.0659341,-,5.241758242,-,505.8241758,0.884197118,-,0.524175824,-,0.890535521,2020-Q1.csv,Q1,2020_Q1,0.8841971178200692
2020,June,Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,742.8461538,717.8461538,-,25,-,409.5274725,393.7362637,-,15.79120879,-,0.551295138,0.548496724,-,0.631648352,-,2020-Q1.csv,Q1,2020_Q1,0.5512951374993038
2020,June,Y59,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,889.2747253,818.2747253,-,71,-,540.4725275,483.1758242,-,57.2967033,-,0.607767782,0.590481179,-,0.806995821,-,2020-Q1.csv,Q1,2020_Q1,0.6077677821301731
2020,June,Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,510.0,453,-,57,-,446.3736264,409.4615385,-,36.91208791,-,0.875242405,0.903888606,-,0.64758049,-,2020-Q1.csv,Q1,2020_Q1,0.8752424047058823
2020,June,Y59,RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,184.1868132,-,7,-,177.1868132,153.8901099,-,3,-,150.8901099,0.835511008,-,0.428571429,-,0.851587695,2020-Q1.csv,Q1,2020_Q1,0.835511007690316
2020,June,Y59,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,442.967033,-,-,-,442.967033,382.8241758,-,-,-,382.8241758,0.864227239,-,-,-,0.864227239,2020-Q1.csv,Q1,2020_Q1,0.8642272387796407
2020,June,Y59,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,921.9010989,861.9010989,-,60,-,561.8791209,541.8681319,-,20.01098901,-,0.609478741,0.628689455,-,0.333516484,-,2020-Q1.csv,Q1,2020_Q1,0.6094787408003165
2020,June,Y60,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,181.0549451,30.84615385,-,-,150.2087912,141.2087912,22.42857143,-,-,118.7802198,0.779922311,0.727110794,-,-,0.79076743,2020-Q1.csv,Q1,2020_Q1,0.7799223109979557
2020,June,Y60,RBK,WALSALL HEALTHCARE NHS TRUST,450.7142857,428.989011,-,21.72527473,-,318.6813187,305.5714286,-,13.10989011,-,0.707058393,0.712305958,-,0.603439555,-,2020-Q1.csv,Q1,2020_Q1,0.7070583933346136
2020,June,Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,485.7582418,451.7582418,-,34,-,262.4285714,245.989011,-,16.43956044,-,0.540245227,0.544514717,-,0.483516484,-,2020-Q1.csv,Q1,2020_Q1,0.5402452265710584
2020,June,Y60,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,1010.142857,98.43956044,68.17582418,-,843.5274725,892.1758242,67.31868132,58.42857143,-,766.4285714,0.883217475,0.683858004,0.857027724,-,0.908599419,2020-Q1.csv,Q1,2020_Q1,0.8832174756446354
2020,June,Y60,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,476.1208791,436.1208791,-,40,-,245.7362637,216.4065934,-,29.32967033,-,0.516121587,0.496207826,-,0.733241758,-,2020-Q1.csv,Q1,2020_Q1,0.5161215869476453
2020,June,Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1434.351648,1370.351648,-,64,-,863.0879121,816.8461538,-,46.24175824,-,0.601726859,0.596085067,-,0.722527473,-,2020-Q1.csv,Q1,2020_Q1,0.6017268591725423
2020,June,Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,564.3626374,516.3626374,-,48,-,311.1648352,288.5824176,-,22.58241758,-,0.551356193,0.558875481,-,0.470467033,-,2020-Q1.csv,Q1,2020_Q1,0.5513561929498489
2020,June,Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1100.032967,1030.032967,-,70,-,666.5164835,661.7802198,-,4.736263736,-,0.605905917,0.642484504,-,0.067660911,-,2020-Q1.csv,Q1,2020_Q1,0.6059059169087612
2020,June,Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,111.8571429,111.8571429,-,-,-,78.79120879,78.79120879,-,-,-,0.704391394,0.704391394,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.7043913937658781
2020,June,Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,643.4945055,607.4945055,-,36,-,487.7472527,459.6923077,-,28.05494505,-,0.757966461,0.756702001,-,0.779304029,-,2020-Q1.csv,Q1,2020_Q1,0.7579664605232593
2020,June,Y60,RLQ,WYE VALLEY NHS TRUST,254.3736264,237.3736264,-,17,-,150.8461538,143.8461538,-,7,-,0.593010195,0.605990463,-,0.411764706,-,2020-Q1.csv,Q1,2020_Q1,0.5930101950223248
2020,June,Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,346.4285714,332,-,14.42857143,-,240.0549451,230.0549451,-,10,-,0.692942109,0.692936581,-,0.693069307,-,2020-Q1.csv,Q1,2020_Q1,0.6929421096241601
2020,June,Y60,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,177.1868132,-,11.7032967,-,165.4835165,102.021978,-,1.813186813,-,100.2087912,0.575787646,-,0.154929577,-,0.605551497,2020-Q1.csv,Q1,2020_Q1,0.575787645578582
2020,June,Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,685.4285714,636.4285714,-,49,-,448.6703297,423.7582418,-,24.91208791,-,0.654583641,0.665837866,-,0.508409957,-,2020-Q1.csv,Q1,2020_Q1,0.6545836406900619
2020,June,Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,585.0,536,-,49,-,417.0879121,395.7252747,-,21.36263736,-,0.71297079,0.738293423,-,0.435972191,-,2020-Q1.csv,Q1,2020_Q1,0.7129707899145299
2020,June,Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,757.4395604,687.4395604,-,70,-,474.3186813,445.8021978,-,28.51648352,-,0.62621324,0.648496571,-,0.407378336,-,2020-Q1.csv,Q1,2020_Q1,0.6262132401026356
2020,June,Y60,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,332.3186813,130,-,-,202.3186813,266.2747253,88.63736264,-,-,177.6373626,0.801263186,0.681825866,-,-,0.878007713,2020-Q1.csv,Q1,2020_Q1,0.801263185862311
2020,June,Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,188.0,-,-,-,188,160.5384615,-,-,-,160.5384615,0.853927987,-,-,-,0.853927987,2020-Q1.csv,Q1,2020_Q1,0.8539279867021278
2020,June,Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,423.0,275,-,114,34,216.989011,140.1318681,-,59.23076923,17.62637363,0.512976385,0.50957043,-,0.519568151,0.518422754,2020-Q1.csv,Q1,2020_Q1,0.5129763853427897
2020,June,Y60,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,442.989011,148,12,-,282.989011,364.2307692,109.2527473,11.17582418,-,243.8021978,0.822211748,0.738194238,0.931318681,-,0.861525318,2020-Q1.csv,Q1,2020_Q1,0.822211748272916
2020,June,Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,89.98901099,89.98901099,-,-,-,51.52747253,51.52747253,-,-,-,0.572597387,0.572597387,-,-,-,2020-Q1.csv,Q1,2020_Q1,0.5725973867601009
